X	38566	38591	12
X	38617	38673	14
X	38673	38851	13
X	38851	38928	12
X	38928	39029	13
X	39029	39207	14
X	39207	39261	13
X	39261	39491	14
X	39499	39539	12
X	39539	39639	11
X	39639	39694	10
X	39694	39772	9
X	39786	39811	7
X	39811	39831	4
X	39831	39862	6
X	39862	39898	1
X	39898	39997	6
X	39997	40561	5
X	40562	40700	3
X	40700	40887	2
X	40887	40912	1
X	40915	40978	1
X	40978	41098	2
X	41098	41295	3
X	41298	41327	3
X	41327	41347	4
X	41347	41885	5
X	41885	42236	4
X	42236	42269	2
X	42269	42323	1
X	42327	42349	1
X	42349	42378	5
X	42378	43094	5
X	43094	43223	4
X	43223	43382	5
X	43382	43495	4
X	43505	44185	7
X	44185	44356	6
X	44356	44386	5
X	44386	44781	6
X	44781	44814	5
X	44814	44836	6
X	44836	44871	4
X	44871	44973	6
X	44973	44999	5
X	45000	45356	5
X	45383	45454	7
X	45454	45481	8
X	45481	45637	8
X	45637	45694	7
X	45694	46929	8
X	46929	47087	8
X	47087	47150	7
X	47150	47240	8
X	47240	47307	7
X	47307	47401	6
X	47417	48064	7
X	48064	48175	6
X	48175	48260	7
X	48260	48457	7
X	48457	48477	5
X	48477	48616	5
X	48616	48917	6
X	48917	48987	7
X	48987	49233	8
X	49233	49277	7
X	49277	49610	8
X	49610	49663	7
X	49663	49747	7
X	49747	50147	8
X	50147	50398	7
X	50398	50423	6
X	50423	50694	7
X	50694	50798	8
X	50798	50838	7
X	50838	50897	8
X	50897	50925	7
X	50925	51039	6
X	51039	51212	7
X	51212	51351	6
X	51351	51377	6
X	51377	51462	5
X	51462	51528	5
X	51528	51872	6
X	51872	51920	5
X	51920	52017	4
X	52017	52096	5
X	52096	52194	6
X	52194	52805	5
X	52805	53256	4
X	53267	53312	2
X	53312	53443	3
X	53443	53683	2
X	53683	53822	3
X	53822	54028	4
X	54028	54082	4
X	54082	54343	5
X	54343	55125	4
X	55127	55319	3
X	55319	55349	4
X	55349	55740	5
X	55740	55865	6
X	55865	55949	5
X	55949	56510	4
X	56510	56749	5
X	56749	56954	4
X	56954	57008	1
X	57008	57052	2
X	57052	57388	3
X	57400	57434	2
X	57434	57656	2
X	57656	57743	3
X	57743	57763	2
X	57763	57890	3
X	57890	58008	4
X	58008	58096	3
X	58096	58161	2
X	58161	58233	3
X	58233	58294	4
X	58294	58330	5
X	58333	58373	5
X	58373	58493	6
X	58493	59002	6
X	59002	59161	5
X	59161	59253	6
X	59253	59351	6
X	59351	60045	5
X	60488	60545	3
X	60545	60919	4
X	60919	60986	2
X	60986	61007	2
X	61007	61043	1
X	61043	61084	2
X	61084	61591	3
X	61591	61734	4
X	61734	61754	3
X	61754	61779	3
X	61779	61981	5
X	61981	62130	5
X	62130	62214	4
X	62214	62361	3
X	62361	62493	4
X	62493	62908	5
X	62908	63153	4
X	63153	64516	5
X	64516	64741	4
X	64741	64944	4
X	64944	65443	3
X	65443	65495	2
X	65495	65581	3
X	65581	65712	4
X	65712	65864	4
X	65864	66031	4
X	66031	66076	4
X	66076	66108	5
X	66133	66160	2
X	66160	66398	3
X	66398	66591	2
X	66607	66656	2
X	66656	66876	1
X	66876	66901	2
X	66901	67127	3
X	67127	67220	4
X	67237	67409	2
X	67430	67728	4
X	67728	67794	5
X	67794	67817	3
X	67817	68340	4
X	68349	68402	5
X	68421	68547	2
X	68547	68845	1
X	68998	69084	1
X	69084	69282	2
X	69282	69376	3
X	69387	69496	2
X	69496	69635	3
X	69635	69925	4
X	69925	70005	3
X	70005	70040	2
X	70103	70272	1
X	70291	70661	1
X	70661	70953	2
X	70971	71261	5
X	71261	71307	4
X	71307	71327	3
X	71327	71827	4
X	71827	71987	5
X	71989	72169	4
X	72177	72238	5
X	72238	72451	5
X	72514	72545	2
X	72545	72570	3
X	72570	73494	5
X	73494	73560	5
X	73560	73674	4
X	73674	73829	3
X	73829	74262	4
X	74262	74654	4
X	74654	74724	5
X	74724	75371	6
X	75371	76106	5
X	76106	76392	4
X	76392	76439	1
X	76439	76466	2
X	76466	76527	3
X	76527	76730	4
X	76730	76767	3
X	76777	76798	4
X	76798	76886	3
X	76886	77377	4
X	77377	77946	5
X	77946	78008	4
X	78008	78049	3
X	78064	78118	1
X	78149	78178	8
X	78183	78216	1
X	78216	78435	9
X	78435	78893	10
X	78893	78966	9
X	78966	79023	10
X	79023	79058	11
X	79075	79163	8
X	79163	79359	7
X	79359	79410	8
X	79410	79714	9
X	79714	79908	8
X	79923	80061	6
X	80061	80166	5
X	80166	80316	6
X	80316	80398	7
X	80398	80427	6
X	80427	80636	7
X	80639	80949	5
X	80949	81128	6
X	81128	81150	6
X	81150	81750	7
X	81764	81825	5
X	81825	81866	6
X	81866	82093	7
X	82100	82211	7
X	82211	82537	6
X	82537	83196	7
X	83196	83554	6
X	83554	83710	7
X	83710	83770	6
X	83782	83824	2
X	83834	83856	9
X	83874	84017	10
X	84017	84119	10
X	84122	84386	13
X	84403	84428	10
X	84432	84497	13
X	84497	84517	12
X	84528	85110	18
X	85110	85135	2
X	85143	85176	2
X	85178	85315	20
X	85315	86034	21
X	86034	86270	21
X	86270	86753	21
X	86753	87376	20
X	87376	87495	21
X	87497	87942	21
X	87942	88075	20
X	88075	88365	21
X	88365	88410	20
X	88414	88485	18
X	88485	88527	17
X	88543	88815	14
X	88817	88868	12
X	88868	88902	11
X	88902	88934	10
X	88934	89051	9
X	89051	89114	8
X	89127	89230	8
X	89230	89357	7
X	89357	89548	8
X	89548	90257	7
X	90257	90357	6
X	90357	90588	6
X	90621	90715	6
X	90715	90935	7
X	90970	91023	6
X	91023	91047	7
X	91047	91202	8
X	91253	91477	21
X	91482	91555	21
X	91561	91620	13
X	91620	91653	11
X	91667	91700	16
X	91700	91721	1
X	91721	91743	8
X	91758	91791	20
X	91791	92276	21
X	92276	92556	21
X	92566	92591	15
X	92607	92637	13
X	92646	92683	12
X	92699	92746	12
X	92746	92767	11
X	92767	92806	10
X	92806	92841	11
X	92841	92903	12
X	92904	92960	12
X	92960	93004	5
X	93004	93025	3
X	93027	93097	6
X	93106	93209	8
X	93216	93240	8
X	93246	93279	6
X	93279	93376	5
X	93376	93473	6
X	93473	93495	5
X	93495	93567	4
X	93570	93616	6
X	93616	93894	7
X	93894	94038	8
X	94059	94561	5
X	94561	95165	4
X	95165	95695	5
X	95695	95748	4
X	95752	95859	2
X	95863	96087	4
X	96087	96161	4
X	96161	96187	3
X	96187	96315	4
X	96315	96395	5
X	96395	96458	5
X	96458	96478	2
X	96488	96515	7
X	96518	96615	16
X	96618	96681	14
X	96681	96713	13
X	96713	96814	12
X	96814	97020	13
X	97020	97418	14
X	97418	97733	15
X	97743	97768	13
X	97785	97895	13
X	97899	97943	13
X	97961	98047	15
X	98047	98070	14
X	98086	98358	21
X	98358	98383	2
X	98383	98414	15
X	98431	98465	21
X	98465	98548	21
X	98576	98596	7
X	98626	98701	5
X	98701	98730	4
X	98730	98753	1
X	98753	98780	3
X	98780	98877	4
X	98893	98972	5
X	98972	98994	6
X	98994	99080	5
X	99080	99133	5
X	99133	99219	4
X	99219	99244	3
X	99251	99298	5
X	99298	99533	5
X	99533	99630	5
X	99630	99747	5
X	99747	100008	5
X	100008	100063	5
X	100063	100300	5
X	100315	100526	5
X	100526	100548	6
X	100548	100573	4
X	100578	100680	20
X	100683	100747	18
X	100766	100794	17
X	100807	100873	18
X	100873	100904	19
X	100921	100961	17
X	100961	101015	15
X	101050	101078	18
X	101096	101122	16
X	101144	101182	13
X	101182	101208	14
X	101246	101275	1
X	101275	101377	21
X	101377	101431	20
X	101431	101451	18
X	101451	101484	18
X	101484	101597	19
X	101597	101681	20
X	101683	101705	20
X	101705	101832	19
X	101837	101872	19
X	101872	101968	21
X	101968	102079	20
X	102085	102107	18
X	102107	102137	19
X	102144	102279	21
X	102279	102365	20
X	102365	102403	3
X	102414	102461	20
X	102461	102546	21
X	102546	102577	20
X	102577	102754	21
X	102776	102854	18
X	102854	102890	17
X	102890	102937	16
X	102937	103112	15
X	103112	103168	14
X	103177	103214	14
X	103214	103247	15
X	103248	103365	17
X	103365	103629	17
X	103629	103671	15
X	103671	103711	15
X	103711	103946	17
X	103946	104031	16
X	104031	104074	14
X	104081	104167	12
X	104167	104231	13
X	104231	104710	12
X	104710	104789	11
X	104789	104820	8
X	104824	105258	12
X	105258	105383	11
X	105383	105414	10
X	105427	105449	6
X	105449	105552	5
X	105552	105605	4
X	105605	105748	5
X	105748	105772	4
X	105772	105808	5
X	105808	105923	6
X	105923	105972	5
X	105972	106039	6
X	106039	106103	4
X	106103	106142	3
X	106142	106341	4
X	106341	106390	5
X	106390	106450	6
X	106450	106894	7
X	106894	106986	6
X	106986	107023	5
X	107036	107198	7
X	107198	107224	2
X	107224	107344	11
X	107344	107386	10
X	107386	107407	9
X	107417	107452	10
X	107452	107498	11
X	107498	107529	12
X	107529	107558	13
X	107558	107658	14
X	107658	107718	15
X	107734	107974	21
X	107974	108155	20
X	108173	108202	10
X	108202	108347	19
X	108350	108422	17
X	108422	108464	17
X	108465	108542	18
X	108542	108571	19
X	108582	108604	18
X	108606	108635	16
X	108642	109161	21
X	109172	109334	21
X	109334	109360	21
X	109375	109409	19
X	109412	109516	21
X	109516	109564	20
X	109564	109798	21
X	109798	109830	20
X	109840	109869	8
X	109869	109906	17
X	109906	109931	14
X	109944	110109	18
X	110113	110260	20
X	110269	110304	18
X	110304	110329	19
X	110329	110685	20
X	110685	110710	18
X	110726	110754	14
X	110767	110829	9
X	110829	110874	10
X	110874	110972	9
X	110972	110995	8
X	111000	111090	10
X	111090	111280	11
X	111280	111324	10
X	111324	111374	11
X	111374	111418	10
X	111418	111839	11
X	111839	111965	10
X	111979	112024	12
X	112024	112226	13
X	112226	112251	8
X	112251	112297	12
X	112313	112454	9
X	112454	112571	8
X	112571	112665	7
X	112665	112719	6
X	112719	112871	7
X	112871	112951	6
X	112951	112971	7
X	112971	113042	6
X	113042	113133	6
X	113133	113302	5
X	113302	113386	6
X	113386	113431	5
X	113431	113498	6
X	113500	113570	8
X	113570	113798	9
X	113804	113826	2
X	113826	113848	10
X	113870	114024	14
X	114041	114115	10
X	114115	114211	11
X	114222	114245	9
X	114245	114270	11
X	114282	114355	12
X	114355	114390	11
X	114390	114891	12
X	114901	114924	10
X	114928	114957	7
X	114957	115017	7
X	115017	115098	6
X	115098	115268	5
X	115268	115288	2
X	115288	115371	4
X	115371	115404	4
X	115404	115491	6
X	115491	115805	7
X	115821	116162	10
X	116162	116226	9
X	116226	116299	10
X	116299	116392	9
X	116392	116931	10
X	116931	116995	10
X	117000	117070	10
X	117070	117559	10
X	117563	117589	8
X	117589	117609	2
X	117609	117630	5
X	117630	117672	4
X	117672	117702	3
X	117702	117858	2
X	117858	117878	3
X	117878	118287	4
X	118301	118368	1
X	118441	118521	4
X	118521	119192	5
X	119192	119310	5
X	119325	119488	3
X	119488	119654	2
X	119668	120307	4
X	120307	120511	5
X	120525	120688	10
X	120700	120752	10
X	120752	120791	9
X	120791	120866	10
X	120866	121097	11
X	121097	121124	12
X	121124	121187	13
X	121194	121223	7
X	121231	121296	19
X	121296	121332	18
X	121341	121805	21
X	121805	121857	11
X	121857	121880	10
X	121880	122037	21
X	122037	122267	20
X	122267	122301	21
X	122319	122340	19
X	122359	122400	15
X	122425	122464	11
X	122464	122534	12
X	122539	122561	5
X	122561	122609	8
X	122621	122669	11
X	122669	122937	12
X	122941	122961	10
X	122961	123072	11
X	123076	123124	11
X	123125	123147	9
X	123147	123197	8
X	123197	123231	7
X	123231	123260	8
X	123260	123314	7
X	123337	123486	16
X	123489	123559	14
X	123559	123579	13
X	123579	123754	14
X	123754	123789	13
X	123789	123814	12
X	123848	123871	13
X	123871	123984	12
X	123984	124085	13
X	124085	124209	14
X	124209	124239	13
X	124239	124276	12
X	124276	124318	11
X	124318	124341	7
X	124341	124426	8
X	124426	124470	9
X	124485	124517	9
X	124517	124550	8
X	124550	124576	7
X	124581	124820	5
X	124820	125118	4
X	125118	125502	5
X	125502	125546	6
X	125546	125655	8
X	125655	125701	9
X	125701	126117	11
X	126117	126197	10
X	126216	126246	10
X	126246	126305	11
X	126305	126359	10
X	126359	126396	8
X	126399	126552	15
X	126571	126681	13
X	126683	126824	15
X	126824	126939	14
X	126939	126983	15
X	127026	127061	11
X	127061	127182	12
X	127182	127219	13
X	127219	127296	14
X	127296	127411	13
X	127411	127562	12
X	127562	127646	13
X	127646	127699	12
X	127699	127728	11
X	127728	127759	12
X	127759	127866	13
X	127866	127970	14
X	127976	128036	14
X	128068	128092	12
X	128102	128301	20
X	128320	128368	18
X	128369	128542	20
X	128592	128647	1
X	128647	128689	19
X	128691	129003	21
X	129010	129061	18
X	129061	129104	19
X	129104	129340	21
X	129340	129368	20
X	129414	129638	20
X	129656	129692	18
X	129692	129772	16
X	129772	129823	17
X	129823	129856	5
X	129856	129886	15
X	129886	129987	18
X	129987	130013	17
X	130013	130046	15
X	130047	130131	17
X	130131	130242	18
X	130242	130364	19
X	130364	130384	18
X	130384	130406	1
X	130432	130452	14
X	130452	130474	13
X	130481	130524	10
X	130524	130545	11
X	130545	130566	11
X	130566	130593	12
X	130593	130666	13
X	130683	130766	13
X	130766	130833	12
X	130833	130888	13
X	130888	130953	12
X	130953	131120	13
X	131120	131892	14
X	131892	131956	13
X	131956	131981	12
X	131981	132010	7
X	132010	132122	14
X	132122	132215	13
X	132215	132240	14
X	132255	132346	12
X	132346	132392	11
X	132392	132490	12
X	132490	132514	2
X	132514	132668	10
X	132668	132814	11
X	132814	133002	12
X	133002	133148	12
X	133151	133187	10
X	133187	133208	9
X	133208	133236	5
X	133236	133328	6
X	133332	133391	8
X	133391	133423	9
X	133423	133445	10
X	133457	133502	10
X	133502	133538	11
X	133542	133608	13
X	133608	134041	14
X	134041	134074	13
X	134074	134220	14
X	134220	134246	12
X	134258	134300	13
X	134300	134550	14
X	134550	134570	13
X	134570	134600	14
X	134600	134691	15
X	134707	134728	15
X	134728	134848	16
X	134848	134953	15
X	134953	134994	16
X	135000	135066	14
X	135075	135215	14
X	135215	135240	13
X	135240	135474	14
X	135474	135503	13
X	135503	135575	14
X	135585	135735	12
X	135744	135967	14
X	135982	136004	11
X	136021	136042	10
X	136049	136093	12
X	136093	136158	11
X	136161	136225	13
X	136238	136542	13
X	136542	136609	12
X	136609	136651	13
X	136651	136706	12
X	136717	136947	14
X	136948	137162	11
X	137163	137253	11
X	137253	137477	12
X	137477	137849	11
X	137849	138657	12
X	138662	138715	9
X	138715	138737	8
X	138737	138808	7
X	138808	138922	6
X	138922	139265	7
X	139265	139298	3
X	139298	139341	5
X	139341	139399	4
X	139399	139441	5
X	139459	139819	7
X	139819	139873	8
X	139873	140031	9
X	140031	140061	10
X	140061	140170	11
X	140170	140216	10
X	140216	140706	11
X	140706	140871	10
X	140871	141109	9
X	141109	141134	8
X	141134	141742	9
X	141742	141830	8
X	141830	141891	7
X	141891	142169	8
X	142169	142250	9
X	142250	142281	4
X	142281	142342	5
X	142342	143360	6
X	143360	143422	5
X	143422	144086	4
X	144087	144474	3
X	144474	144728	2
X	144728	145061	1
X	145061	145296	2
X	145296	145318	1
X	145423	145562	1
X	145562	145604	2
X	145604	145678	3
X	145678	145720	5
X	145720	145745	7
X	145745	145819	8
X	145821	145854	11
X	145854	145877	9
X	145877	145968	11
X	145981	146097	14
X	146097	146117	3
X	146117	146139	14
X	146139	146187	15
X	146187	146218	16
X	146218	146340	17
X	146353	146462	19
X	146462	146945	20
X	146945	146979	19
X	146979	147238	20
X	147238	147750	21
X	147784	147827	12
X	147858	147918	8
X	147931	147986	6
X	147989	148055	2
X	148055	148100	1
X	148100	148257	2
X	148257	148378	2
X	148378	148468	2
X	148469	148662	4
X	148662	148769	3
X	148769	148853	4
X	148853	148894	7
X	148894	149448	8
X	149448	149527	7
X	149532	149806	8
X	149806	149877	7
X	149877	150030	8
X	150030	150060	7
X	150060	150179	8
X	150179	150215	6
X	150215	150549	7
X	150549	150570	4
X	150570	150712	7
X	150712	150767	4
X	150767	150875	3
X	150901	151086	6
X	151086	151217	7
X	151217	151550	8
X	151559	151673	13
X	151673	151751	14
X	151756	151784	17
X	151792	151961	19
X	151961	152105	20
X	152105	152172	19
X	152172	152592	20
X	152603	152637	8
X	152654	152682	7
X	152682	152723	6
X	152723	152844	7
X	152844	153414	6
X	153432	153466	7
X	153466	153503	8
X	153503	153529	5
X	153529	153566	9
X	153566	153763	10
X	153763	153849	9
X	153861	153979	11
X	153986	154138	13
X	154138	154198	12
X	154218	154311	15
X	154311	154397	14
X	154413	154433	8
X	154441	154909	21
X	154909	154929	18
X	154929	154953	16
X	154957	155036	15
X	155040	155283	19
X	155283	155316	18
X	155316	155676	17
X	155676	155764	15
X	155766	155941	16
X	155941	155979	15
X	155979	156075	14
X	156075	156125	13
X	156125	156191	12
X	156221	156255	10
X	156255	156280	9
X	156282	156730	12
X	156730	156906	11
X	156906	157040	10
X	157040	157088	11
X	157088	157129	10
X	157142	157227	9
X	157227	157247	8
X	157251	157402	10
X	157412	157746	12
X	157750	157770	1
X	157770	157791	3
X	157807	158028	10
X	158028	158052	2
X	158052	158076	9
X	158076	158097	10
X	158097	158215	11
X	158215	158493	10
X	158493	158519	9
X	158519	158557	6
X	158563	158598	4
X	158602	158636	4
X	158636	158682	3
X	158682	158823	3
X	158823	158936	2
X	158951	159010	4
X	159010	159219	4
X	159219	159445	3
X	159445	159542	2
X	159554	159701	1
X	159701	160161	2
X	160161	160192	3
X	160192	160213	4
X	160213	160236	5
X	160243	160297	8
X	160297	160334	7
X	160334	160358	14
X	160365	160385	19
X	160385	160553	20
X	160572	160604	17
X	160604	160629	16
X	160629	160663	1
X	160663	160710	14
X	160710	160732	15
X	160732	160756	1
X	160756	160899	20
X	160899	160938	2
X	160938	160968	6
X	160968	161038	1
X	161038	161073	17
X	161073	161097	0
X	161097	161262	20
X	161262	161322	1
X	161322	161394	15
X	161406	161519	17
X	161535	161676	20
X	161699	161727	14
X	161727	162419	14
X	162419	162449	6
X	162449	162500	13
X	162500	162538	11
X	162538	162578	13
X	162578	162655	12
X	162655	162710	8
X	162710	162923	13
X	162926	163003	11
X	163003	163026	12
X	163026	163430	13
X	163430	163529	12
X	163529	163598	13
X	163598	163769	14
X	163769	163847	15
X	163863	163887	15
X	163887	164176	16
X	164176	164267	15
X	164267	164310	14
X	164310	164351	13
X	164351	164400	12
X	164400	164444	13
X	164446	164564	13
X	164566	164598	13
X	164598	164683	12
X	164689	164811	14
X	164811	164912	15
X	164929	164957	11
X	164957	165007	12
X	165007	165129	13
X	165129	165240	14
X	165240	165465	15
X	165465	165494	14
X	165494	165516	13
X	165516	165538	14
X	165538	165818	15
X	165818	165909	14
X	165915	165943	4
X	165945	166059	17
X	166076	166135	17
X	166144	166179	17
X	166179	166235	12
X	166250	166272	15
X	166272	166309	15
X	166320	166354	13
X	166365	166518	11
X	166525	166564	11
X	166564	166738	12
X	166738	166937	13
X	166941	166986	11
X	166986	167013	12
X	167013	167119	13
X	167137	167383	11
X	167383	167543	10
X	167555	167576	12
X	167576	168119	13
X	168119	168221	12
X	168221	168364	11
X	168364	168546	10
X	168546	168584	9
X	168584	168649	10
X	168649	168851	9
X	168868	168893	7
X	168931	169022	5
X	169037	169148	6
X	169148	169194	7
X	169197	169882	7
X	169899	169973	5
X	169973	170024	6
X	170024	170107	7
X	170107	170468	7
X	170468	170732	8
X	170742	170764	5
X	170764	170784	11
X	170784	171309	12
X	171309	171437	11
X	171437	171508	12
X	171508	171540	13
X	171540	171561	14
X	171561	171726	15
X	171726	171853	15
X	171853	171881	7
X	171881	171916	8
X	171916	171980	7
X	171980	172057	6
X	172057	172355	5
X	172363	172713	7
X	172720	172840	9
X	172840	172870	10
X	172870	172910	11
X	172921	173354	13
X	173363	173485	11
X	173500	173538	7
X	173551	173873	5
X	173875	173934	4
X	173934	174023	3
X	174023	174052	2
X	174056	174082	5
X	174082	174287	6
X	174287	174325	5
X	174325	174451	5
X	174451	174948	5
X	174949	175130	7
X	175130	175390	8
X	175391	175703	6
X	175703	176087	5
X	176087	176177	5
X	176177	176864	5
X	176864	177515	6
X	177522	177799	9
X	177799	177897	8
X	177897	178021	9
X	178024	178079	11
X	178079	178239	12
X	178239	178798	11
X	178811	178838	9
X	178838	178859	2
X	178863	178887	1
X	178887	178939	6
X	178939	179019	7
X	179020	179058	9
X	179070	179097	8
X	179097	179196	9
X	179196	179277	10
X	179277	179367	11
X	179367	179435	12
X	179435	179575	13
X	179575	179692	14
X	179712	179809	11
X	179809	180219	12
X	180219	180341	11
X	180341	180443	12
X	180443	180476	11
X	180476	180498	10
X	180499	180541	12
X	180541	180664	11
X	180664	180693	12
X	180693	180743	11
X	180743	180769	9
X	180769	180859	9
X	180873	181039	9
X	181039	181162	10
X	181181	181232	10
X	181232	181405	11
X	181405	181531	10
X	181531	181581	11
X	181581	181606	5
X	181606	182148	12
X	182162	182398	12
X	182413	182434	12
X	182434	182466	11
X	182466	182723	12
X	182723	182746	7
X	182746	182886	11
X	182886	183222	12
X	183222	183288	11
X	183299	183485	11
X	183485	183543	10
X	183554	183606	8
X	183622	183650	8
X	183650	183692	7
X	183692	183713	6
X	183713	183739	9
X	183739	183920	11
X	183920	183955	12
X	183955	183998	11
X	183998	184199	12
X	184199	184219	11
X	184219	184821	12
X	184821	184846	2
X	184846	185040	5
X	185040	185073	6
X	185073	185278	7
X	185278	185670	8
X	185670	185816	7
X	185816	186077	6
X	186077	186125	7
X	186125	186146	2
X	186146	186171	11
X	186171	186198	12
X	186199	186302	12
X	186302	186414	11
X	186414	186675	10
X	186675	186722	9
X	186722	186816	10
X	186816	186968	10
X	186968	187044	11
X	187044	187144	10
X	187157	187362	12
X	187373	187555	12
X	187555	187634	11
X	187634	187685	10
X	187685	187929	9
X	187929	188109	10
X	188109	188132	9
X	188132	188816	10
X	188816	188873	9
X	188890	189140	4
X	189140	189389	3
X	189419	189512	8
X	189512	189535	9
X	189535	189579	10
X	189595	189705	13
X	189705	189761	13
X	189761	189788	12
X	189797	189842	10
X	189844	189882	12
X	189882	190379	13
X	190408	190862	7
X	190876	191104	5
X	191104	191460	5
X	191460	191581	4
X	191581	191727	5
X	191727	191772	4
X	191790	191823	6
X	191823	191903	7
X	191903	191969	8
X	191969	191998	9
X	192000	192023	6
X	192023	192050	13
X	192050	192242	13
X	192242	192273	14
X	192288	192309	1
X	192309	192381	19
X	192381	192430	1
X	192430	192671	19
X	192671	192813	20
X	192813	192861	19
X	192861	193126	20
X	193126	193287	19
X	193318	193445	19
X	193446	193504	19
X	193504	194655	20
X	194655	194770	19
X	194770	195464	20
X	195464	197693	20
X	197704	197777	17
X	197777	197851	16
X	197851	197882	14
X	197882	198022	17
X	198033	198054	19
X	198054	198097	18
X	198097	198133	19
X	198133	198282	20
X	198309	198940	21
X	198940	199024	20
X	199038	199071	19
X	199078	199506	21
X	199524	199698	21
X	199698	200163	21
X	200163	200183	7
X	200183	200219	18
X	200231	200302	21
X	200302	200391	20
X	200418	200441	17
X	200441	200602	18
X	200620	200683	15
X	200683	200724	13
X	200724	200777	13
X	200777	200800	10
X	200804	201113	14
X	201121	201143	16
X	201143	201281	17
X	201296	201373	17
X	201373	201450	16
X	201450	201558	15
X	201558	201627	14
X	201627	201709	13
X	201709	201731	2
X	201731	201775	10
X	201788	201830	8
X	201830	202004	9
X	202004	202327	8
X	202327	202437	7
